Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Katsuta, Y., Kadoya, N., Fujita, Y., Shimizu, E., Matsunaga, K., Sawada, K., Matsushita, H., Majima, K., Jingu, K.","55647810000; 34876892300; 35069444200; 55647204500; 57189072269; 57200089048; 7201808702; 7102678465; 8834066000","Patient-Specific Quality Assurance Using Monte Carlo Dose Calculation and Elekta Log Files for Prostate Volumetric-Modulated Arc Therapy",2017,"Technology in Cancer Research and Treatment",16,"6",,1220,1225,,4,10.1177/1533034617745250,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039452330&partnerID=40&md5=42957481d0c6ed25b4f25bf39b052064",Article,Final,Open Access,Scopus,2-s2.0-85039452330
"Pourmasoumi, A., Kahani, M., Bagheri, E.","56024440500; 13405743100; 20435297000","Mining variable fragments from process event logs",2017,"Information Systems Frontiers",19,"6",,1423,1443,,10,10.1007/s10796-016-9662-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975317332&partnerID=40&md5=496744172392ab7eed4d3a06b58f3905",Article,Final,,Scopus,2-s2.0-84975317332
"Muhammad, T., Halim, Z., Khan, M.A.","36700122300; 24437954200; 57195314524","Visualizing trace of Java collection APIs by dynamic bytecode instrumentation",2017,"Journal of Visual Languages and Computing",43,"",,14,29,,2,10.1016/j.jvlc.2017.04.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018430673&partnerID=40&md5=04646730b7d40b50b0402ee2af795ef7",Article,Final,,Scopus,2-s2.0-85018430673
"Islam, J.F., Mondal, M., Roy, C.K., Schneider, K.A.","56684812400; 7005459894; 36176304400; 7402470734","Comparing Software Bugs in Clone and Non-clone Code: An Empirical Study",2017,"International Journal of Software Engineering and Knowledge Engineering",27,"9-10",,1507,1527,,,10.1142/S0218194017400083,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041189410&partnerID=40&md5=36b4d861617e4058a5db682a7f9645f2",Conference Paper,Final,,Scopus,2-s2.0-85041189410
"Oh, S., Lewis, B., Watson, A., Kim, S., Kim, T.","57200046258; 57200045406; 57200045527; 55982950800; 57201443463","The effect of beam interruption during FFF-VMAT plans for SBRT",2017,"Australasian Physical and Engineering Sciences in Medicine",40,"4",,931,938,,2,10.1007/s13246-017-0588-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038929380&partnerID=40&md5=7053d72b296ae2ef80d8a91379103e80",Article,Final,,Scopus,2-s2.0-85038929380
"Emura, T., Nakatochi, M., Murotani, K., Rondeau, V.","33167468100; 23095528500; 36340697200; 6603141289","A joint frailty-copula model between tumour progression and death for meta-analysis",2017,"Statistical Methods in Medical Research",26,"6",,2649,2666,,30,10.1177/0962280215604510,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038872668&partnerID=40&md5=975dbcdda688169d68410372f28751c8",Article,Final,,Scopus,2-s2.0-85038872668
"Ha, A., Kim, Y.K., Jeoung, J.W., Park, K.H.","57189002120; 55908959500; 9640226000; 56276582800","Impact of optic disc hemorrhage on subsequent glaucoma progression in mild-to-moderate myopia",2017,"PLoS ONE",12,"12", e0189706,,,,3,10.1371/journal.pone.0189706,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038893262&partnerID=40&md5=452dfa43f9b5d3eb5a8840a272b16a0f",Article,Final,Open Access,Scopus,2-s2.0-85038893262
"Márquez-Chamorro, A.E., Resinas, M., Ruiz-Cortés, A., Toro, M.","36612081600; 15021461000; 15120180100; 56264687600","Run-time prediction of business process indicators using evolutionary decision rules",2017,"Expert Systems with Applications",87,"",,1,14,,28,10.1016/j.eswa.2017.05.069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020486298&partnerID=40&md5=565f8883368a8a6ef5ad430b2d27477c",Article,Final,,Scopus,2-s2.0-85020486298
"Rinaldi, L., Barberis, D., Formica, A., Gallas, E.J., Oda, S., Rybkin, G., Verducci, M.","8046653300; 57191194692; 8977995200; 35227279000; 55427251300; 57217567620; 22137074500","Collecting conditions usage metadata to optimize current and future ATLAS software and processing",2017,"Journal of Physics: Conference Series",898,"4", 042028,,,,,10.1088/1742-6596/898/4/042028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038431229&partnerID=40&md5=a6a61c79d793fa225bccdfff8ee8f0bb",Conference Paper,Final,Open Access,Scopus,2-s2.0-85038431229
"Meoni, M., Boccali, T., Magini, N., Menichetti, L., Giordano, D.","14832900000; 8247717600; 12789193700; 57188626590; 8367266800","XRootD popularity on hadoop clusters",2017,"Journal of Physics: Conference Series",898,"7", 072027,,,,2,10.1088/1742-6596/898/7/072027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038581193&partnerID=40&md5=8a9cc523cd629a853d1273e4b24b7573",Conference Paper,Final,Open Access,Scopus,2-s2.0-85038581193
"Krismayer, T., Rabiser, R., Grunbacher, P.","57191406816; 16029658700; 55938737100","Mining constraints for event-based monitoring in systems of systems",2017,"ASE 2017 - Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering",,"", 8115693,826,831,,9,10.1109/ASE.2017.8115693,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041442741&partnerID=40&md5=e365a6fa8e1e1991ec52b5e1f7ef33ec",Conference Paper,Final,,Scopus,2-s2.0-85041442741
"El Abdelkhalki, J., Ahmed, M.B., Anouar, B.H.","57202875654; 57203723265; 55029057300","Classification and exploration of TSM log file based on datamining algorithms",2017,"ACM International Conference Proceeding Series",,"", a64,,,,1,10.1145/3167486.3167553,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049661853&partnerID=40&md5=28065e92d32be1c4136b03d8395f0b31",Conference Paper,Final,,Scopus,2-s2.0-85049661853
"Bertero, C., Roy, M., Sauvanaud, C., Tredan, G.","57200316395; 7402902632; 56635729400; 23010479200","Experience Report: Log Mining Using Natural Language Processing and Application to Anomaly Detection",2017,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",2017-October,"", 8109100,351,360,,49,10.1109/ISSRE.2017.43,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040782895&partnerID=40&md5=ca004ec670be0fdf9684de3c08f88d3b",Conference Paper,Final,,Scopus,2-s2.0-85040782895
"Goldstein, M., Raz, D., Segall, I.","22034257800; 57203229470; 23089409800","Experience Report: Log-Based Behavioral Differencing",2017,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",2017-October,"", 8109094,282,293,,16,10.1109/ISSRE.2017.14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040796669&partnerID=40&md5=fdb439eccce8f145adf0ee17853c1a48",Conference Paper,Final,,Scopus,2-s2.0-85040796669
"Moorsel, A.V., Forshaw, M., Rocha, F.","24831369200; 55606562100; 57215589009","Experience Report: How to Design Web-Based Competitions for Legal Proceedings: Lessons from a Court Case",2017,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE",2017-October,"", 8109090,240,249,,,10.1109/ISSRE.2017.41,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040767150&partnerID=40&md5=306668c199e0efb6fb7f4d99aeb063a0",Conference Paper,Final,,Scopus,2-s2.0-85040767150
"Zheng, Q., Amvrosiadis, G., Kadekodi, S., Gibson, G.A., Cranor, C.D., Settlemyer, B.W., Grider, G., Guo, F.","56522176400; 55329374000; 57204179412; 7402074335; 6701499462; 24823175700; 15063806600; 25924988000","Software-defined storage for fast trajectory queries using a deltaFS indexed massive directory",2017,"Proceedings of PDSW-DISCS 2017 - 2nd Joint International Workshop on Parallel Data Storage and Data Intensive Scalable Computing Systems - Held in conjunction with SC 2017: The International Conference for High Performance Computing, Networking, Storage and Analysis",,"",,7,12,,5,10.1145/3149393.3149398,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054849924&partnerID=40&md5=90a18412e6fedf906667e8b105cebcf6",Conference Paper,Final,,Scopus,2-s2.0-85054849924
"Hertzog, P.E., Swart, A.J.","56747481700; 8502923800","Detecting the presence of pigeons on PV modules in a pico-solar system",2017,"2017 IEEE AFRICON: Science, Technology and Innovation for Africa, AFRICON 2017",,"", 8095709,1528,1533,,3,10.1109/AFRCON.2017.8095709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039931823&partnerID=40&md5=4722948c5493c3b884cbd49287101211",Conference Paper,Final,,Scopus,2-s2.0-85039931823
"Verwer, S., Hammerschmidt, C.A.","25654160800; 57193017800","Flexfringe: A passive automaton learning package",2017,"Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017",,"", 8094471,638,642,,7,10.1109/ICSME.2017.58,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040590726&partnerID=40&md5=b5b5036374b270229572bd56538be195",Conference Paper,Final,,Scopus,2-s2.0-85040590726
"von Davier, A.A., Hao, J., Liu, L., Kyllonen, P.","6506976799; 7202839562; 57203391037; 6602515483","Interdisciplinary research agenda in support of assessment of collaborative problem solving: lessons learned from developing a Collaborative Science Assessment Prototype",2017,"Computers in Human Behavior",76,"",,631,640,,24,10.1016/j.chb.2017.04.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019944434&partnerID=40&md5=00893dc4115293617a293066308b4f62",Article,Final,,Scopus,2-s2.0-85019944434
"Mukala, P., Cerone, A., Turini, F.","56507531700; 57193048432; 7004433304","An empirical verification of a-priori learning models on mailing archives in the context of online learning activities of participants in free\libre open source software (FLOSS) communities",2017,"Education and Information Technologies",22,"6",,3207,3229,,4,10.1007/s10639-017-9573-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011312049&partnerID=40&md5=3b3dc4de1282381d9b4c5b70a02f90d6",Article,Final,,Scopus,2-s2.0-85011312049
"Gustafson, S.J., Ricketts, T.A., Tharpe, A.M.","36679945900; 35223947800; 7003792370","Hearing technology use and management in school-age children: Reports from data logs, parents, and teachers",2017,"Journal of the American Academy of Audiology",28,"10",,883,892,,5,10.3766/jaaa.16042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034093062&partnerID=40&md5=6c1aa1944d64e9bbc9ffa9d08ded414e",Conference Paper,Final,,Scopus,2-s2.0-85034093062
"Anslan, S., Bahram, M., Hiiesalu, I., Tedersoo, L.","56436602200; 36125912900; 57200608611; 8599681300","PipeCraft: Flexible open-source toolkit for bioinformatics analysis of custom high-throughput amplicon sequencing data",2017,"Molecular Ecology Resources",17,"6",,e234,e240,,50,10.1111/1755-0998.12692,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021222649&partnerID=40&md5=6386af5e709b8f6744b39286696e9e8c",Article,Final,,Scopus,2-s2.0-85021222649
"Chen, S.Y., You, B.","35321985600; 57190570955","Developing a multimedia encyclopedia for little people and their families",2017,"Universal Access in the Information Society",16,"4",,977,985,,,10.1007/s10209-016-0491-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84981283717&partnerID=40&md5=c2a5bee270a273db0c60f29a3db06980",Article,Final,,Scopus,2-s2.0-84981283717
"Chuang, T.-H., Huang, S.-Y., Mao, C.-H., Jeng, A.B., Lee, H.-M.","57200142825; 55842631300; 10739407600; 8951656400; 35242881500","Ziffersystem: A novel malware distribution detection system",2017,"2017 IEEE Conference on Dependable and Secure Computing",,"", 8073834,509,515,,1,10.1109/DESEC.2017.8073834,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039924293&partnerID=40&md5=715d8e873162f0ac12a2846adb4c0a45",Conference Paper,Final,,Scopus,2-s2.0-85039924293
[No author name available],[No author name available],"SOSP 2017 - Proceedings of the 26th ACM Symposium on Operating Systems Principles",2017,"SOSP 2017 - Proceedings of the 26th ACM Symposium on Operating Systems Principles",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041673893&partnerID=40&md5=2888caf4ccd8f6d9404f92128aaf870e",Conference Review,Final,,Scopus,2-s2.0-85041673893
"King, J., Stallings, J., Riaz, M., Williams, L.","36677520800; 55454182000; 55194720000; 35565101900","To log, or not to log: using heuristics to identify mandatory log events – a controlled experiment",2017,"Empirical Software Engineering",22,"5",,2684,2717,,5,10.1007/s10664-016-9449-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983464748&partnerID=40&md5=e5dab278495b77f40655d6c9afb796fa",Article,Final,,Scopus,2-s2.0-84983464748
"Kalenkova, A.A., van der Aalst, W.M.P., Lomazova, I.A., Rubin, V.A.","36600541900; 7007153024; 6701413146; 14016543900","Process mining using BPMN: relating event logs and process models",2017,"Software and Systems Modeling",16,"4",,1019,1048,,36,10.1007/s10270-015-0502-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944916586&partnerID=40&md5=be23d25182d9cff3bb2885a599febe4d",Article,Final,,Scopus,2-s2.0-84944916586
"Kargarian‑Marvasti, S., Rimaz, S., Abolghasemi, J., Heydari, I.","57199330255; 55498419300; 55764685700; 31667493300","Comparing of Cox model and parametric models in analysis of effective factors on event time of neuropathy in patients with type 2 diabetes",2017,"Journal of Research in Medical Sciences",22,"10", 115,,,,6,10.4103/jrms.JRMS_6_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037844087&partnerID=40&md5=d3eae5f133593966b949d1e24b90d682",Article,Final,Open Access,Scopus,2-s2.0-85037844087
"Landman, D., Serebrenik, A., Bouwers, E., Vinju, J.","55987085500; 8987563200; 23987628800; 9733732800","Corrigendum to: Empirical analysis of the relationship between CC and SLOC in a large corpus of Java methods and C functions: Empirical analysis of the relationship between CC and SLOC (Journal of Software: Evolution and Process, (2016), 28, 7, (589-618), 10.1002/smr.1760)",2017,"Journal of Software: Evolution and Process",29,"10", e1914,,,,2,10.1002/smr.1914,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030985499&partnerID=40&md5=25238333a67f310222b15d6acf4d7407",Erratum,Final,Open Access,Scopus,2-s2.0-85030985499
"Park, B.H., Hukerikar, S., Adamson, R., Engelmann, C.","16319559200; 55608737300; 57196317156; 18037364000","Big data meets HPC log analytics: Scalable approach to understanding systems at extreme scale",2017,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",2017-September,"", 8049013,758,765,,13,10.1109/CLUSTER.2017.113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032622951&partnerID=40&md5=149775cd1a950920b907ceff527c3ee8",Conference Paper,Final,,Scopus,2-s2.0-85032622951
"Amran, S.E., Abdullah, M.A.A., Kek, S.L., Muhamad Jamil, S.A.","57195985675; 57191261364; 35776335100; 57195988982","Analysis of survival in breast cancer patients by using different parametric models",2017,"Journal of Physics: Conference Series",890,"1", 012169,,,,2,10.1088/1742-6596/890/1/012169,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030697785&partnerID=40&md5=b462d24900b079e6ea8ffd054e020f8a",Conference Paper,Final,Open Access,Scopus,2-s2.0-85030697785
"Carhuamaca, D., Cornejo, J., Aire, F., Chauca, M.","57201686147; 57201692506; 57201686206; 14631603200","Machine dispensing with payment system digital and local database",2017,"ACM International Conference Proceeding Series",,"",,50,54,,,10.1145/3141128.3141135,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045726976&partnerID=40&md5=dbce08fc3d439a2b915ba37d0b3441a1",Conference Paper,Final,,Scopus,2-s2.0-85045726976
"Zhou, B.","57200069194","Software development paradigm under the background of parallel big data",2017,"Boletin Tecnico/Technical Bulletin",55,"14",,619,625,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039073901&partnerID=40&md5=c2e829fb452484f3ed12176205b44dbf",Article,Final,,Scopus,2-s2.0-85039073901
"Zhang, M., Zhao, Y., He, Z.","57196123626; 57193797165; 57196123014","GenLog: Accurate Log Template Discovery for Stripped X86 Binaries",2017,"Proceedings - International Computer Software and Applications Conference",1,"", 8029626,337,346,,2,10.1109/COMPSAC.2017.137,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031904654&partnerID=40&md5=661af5fc8a680c62670d0c21da984b5c",Conference Paper,Final,,Scopus,2-s2.0-85031904654
"Suzuki, S., Murai, J.","57223821361; 7005536194","Blockchain as an Audit-Able Communication Channel",2017,"Proceedings - International Computer Software and Applications Conference",2,"", 8029983,516,522,,22,10.1109/COMPSAC.2017.72,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032867530&partnerID=40&md5=2dd129650448ed01fa3a7050b6c2a12c",Conference Paper,Final,,Scopus,2-s2.0-85032867530
